full_text,Filtering,Case_Folding,Tokenizing,Stemming,Stopwords_Removal,clean_text
Badan dan mata terlampau lelah tapi untuk istirahat aja ga bisa :( Gimana ya ngatasin insomnia,Badan dan mata terlampau lelah tapi untuk istirahat aja ga bisa  Gimana ya ngatasin insomnia,badan dan mata terlampau lelah tapi untuk istirahat aja ga bisa  gimana ya ngatasin insomnia,"['badan', 'dan', 'mata', 'terlampau', 'lelah', 'tapi', 'untuk', 'istirahat', 'aja', 'ga', 'bisa', 'gimana', 'ya', 'ngatasin', 'insomnia']","['badan', 'dan', 'mata', 'lampau', 'lelah', 'tapi', 'untuk', 'istirahat', 'aja', 'ga', 'bisa', 'gimana', 'ya', 'ngatasin', 'insomnia']","['badan', 'mata', 'lampau', 'lelah', 'tapi', 'istirahat', 'aja', 'ga', 'bisa', 'gimana', 'ya', 'ngatasin', 'insomnia']","['badan', 'mata', 'lampau', 'lelah', 'tapi', 'istirahat', 'aja', 'ga', 'bisa', 'gimana', 'ya', 'ngatasin', 'insomnia']"
Ahhh insomnia nya kambuh daritadi udah coba berbagai gaya tidur tetap gabisa tidur juga,Ahhh insomnia nya kambuh daritadi udah coba berbagai gaya tidur tetap gabisa tidur juga,ahhh insomnia nya kambuh daritadi udah coba berbagai gaya tidur tetap gabisa tidur juga,"['ahhh', 'insomnia', 'nya', 'kambuh', 'daritadi', 'udah', 'coba', 'berbagai', 'gaya', 'tidur', 'tetap', 'gabisa', 'tidur', 'juga']","['ahhh', 'insomnia', 'nya', 'kambuh', 'daritadi', 'udah', 'coba', 'bagai', 'gaya', 'tidur', 'tetap', 'gabisa', 'tidur', 'juga']","['ahhh', 'insomnia', 'nya', 'kambuh', 'daritadi', 'udah', 'coba', 'bagai', 'gaya', 'tidur', 'tetap', 'gabisa', 'tidur']","['ahhh', 'insomnia', 'nya', 'kambuh', 'daritadi', 'udah', 'coba', 'bagai', 'gaya', 'tidur', 'tetap', 'gabisa', 'tidur']"
Kalo menurut logika beliau orang yang kena insomnia pun juga dikatain terpapar narkoba. Noted pak!! Bapak tolol nya kebangetan ,Kalo menurut logika beliau orang yang kena insomnia pun juga dikatain terpapar narkoba Noted pak Bapak tolol nya kebangetan ,kalo menurut logika beliau orang yang kena insomnia pun juga dikatain terpapar narkoba noted pak bapak tolol nya kebangetan ,"['kalo', 'menurut', 'logika', 'beliau', 'orang', 'yang', 'kena', 'insomnia', 'pun', 'juga', 'dikatain', 'terpapar', 'narkoba', 'noted', 'pak', 'bapak', 'tolol', 'nya', 'kebangetan']","['kalo', 'turut', 'logika', 'beliau', 'orang', 'yang', 'kena', 'insomnia', 'pun', 'juga', 'dikatain', 'papar', 'narkoba', 'noted', 'pak', 'bapak', 'tolol', 'nya', 'banget']","['kalo', 'turut', 'logika', 'beliau', 'orang', 'kena', 'insomnia', 'pun', 'dikatain', 'papar', 'narkoba', 'noted', 'pak', 'bapak', 'tolol', 'nya', 'banget']","['kalo', 'turut', 'logika', 'beliau', 'orang', 'kena', 'insomnia', 'pun', 'dikatain', 'papar', 'narkoba', 'noted', 'pak', 'bapak', 'tolol', 'nya', 'banget']"
KYA BHAI KYAAAAAAAAAA https://t.co/JUrROOK39M,KYA BHAI KYAAAAAAAAAA ,kya bhai kyaaaaaaaaaa ,"['kya', 'bhai', 'kyaaaaaaaaaa']","['kya', 'bhai', 'kyaaaaaaaaaa']","['kya', 'bhai', 'kyaaaaaaaaaa']","['kya', 'bhai', 'kyaaaaaaaaaa']"
@taekookbb07 Iska taang pe danda maar denge, Iska taang pe danda maar denge, iska taang pe danda maar denge,"['iska', 'taang', 'pe', 'danda', 'maar', 'denge']","['iska', 'taang', 'pe', 'danda', 'maar', 'denge']","['iska', 'taang', 'pe', 'danda', 'maar', 'denge']","['iska', 'taang', 'pe', 'danda', 'maar', 'denge']"
Hari minggu seorang ojol https://t.co/HyTvuAXIBU,Hari minggu seorang ojol ,hari minggu seorang ojol ,"['hari', 'minggu', 'seorang', 'ojol']","['hari', 'minggu', 'orang', 'ojol']","['hari', 'minggu', 'orang', 'ojol']","['hari', 'minggu', 'orang', 'ojol']"
@imajinasop Gemanin bacaan aku pertama kali kenal km dan pettama kali juga aku ngumpat tiap kali baca wkwkwkw .. jadi inget dlu waktu insomnia parah baca gemanin malah sakit kepala , Gemanin bacaan aku pertama kali kenal km dan pettama kali juga aku ngumpat tiap kali baca wkwkwkw  jadi inget dlu waktu insomnia parah baca gemanin malah sakit kepala , gemanin bacaan aku pertama kali kenal km dan pettama kali juga aku ngumpat tiap kali baca wkwkwkw  jadi inget dlu waktu insomnia parah baca gemanin malah sakit kepala ,"['gemanin', 'bacaan', 'aku', 'pertama', 'kali', 'kenal', 'km', 'dan', 'pettama', 'kali', 'juga', 'aku', 'ngumpat', 'tiap', 'kali', 'baca', 'wkwkwkw', 'jadi', 'inget', 'dlu', 'waktu', 'insomnia', 'parah', 'baca', 'gemanin', 'malah', 'sakit', 'kepala']","['gemanin', 'baca', 'aku', 'pertama', 'kali', 'kenal', 'km', 'dan', 'pettama', 'kali', 'juga', 'aku', 'ngumpat', 'tiap', 'kali', 'baca', 'wkwkwkw', 'jadi', 'inget', 'dlu', 'waktu', 'insomnia', 'parah', 'baca', 'gemanin', 'malah', 'sakit', 'kepala']","['gemanin', 'baca', 'aku', 'pertama', 'kali', 'kenal', 'km', 'pettama', 'kali', 'aku', 'ngumpat', 'tiap', 'kali', 'baca', 'wkwkwkw', 'inget', 'dlu', 'waktu', 'insomnia', 'parah', 'baca', 'gemanin', 'malah', 'sakit', 'kepala']","['gemanin', 'baca', 'aku', 'pertama', 'kali', 'kenal', 'km', 'pettama', 'kali', 'aku', 'ngumpat', 'tiap', 'kali', 'baca', 'wkwkwkw', 'inget', 'dlu', 'waktu', 'insomnia', 'parah', 'baca', 'gemanin', 'malah', 'sakit', 'kepala']"
@bencijadiwni @FOOD_FESS gue aja udah insomnia ga bakal gue cobain,  gue aja udah insomnia ga bakal gue cobain,  gue aja udah insomnia ga bakal gue cobain,"['gue', 'aja', 'udah', 'insomnia', 'ga', 'bakal', 'gue', 'cobain']","['gue', 'aja', 'udah', 'insomnia', 'ga', 'bakal', 'gue', 'cobain']","['gue', 'aja', 'udah', 'insomnia', 'ga', 'bakal', 'gue', 'cobain']","['gue', 'aja', 'udah', 'insomnia', 'ga', 'bakal', 'gue', 'cobain']"
Katamarayudu ,Katamarayudu ,katamarayudu ,['katamarayudu'],['katamarayudu'],['katamarayudu'],['katamarayudu']
sekarang kerja bagian malem. tapi gw nya ngantuk. berangkat jangan ya.,sekarang kerja bagian malem tapi gw nya ngantuk berangkat jangan ya,sekarang kerja bagian malem tapi gw nya ngantuk berangkat jangan ya,"['sekarang', 'kerja', 'bagian', 'malem', 'tapi', 'gw', 'nya', 'ngantuk', 'berangkat', 'jangan', 'ya']","['sekarang', 'kerja', 'bagi', 'malem', 'tapi', 'gw', 'nya', 'ngantuk', 'berangkat', 'jangan', 'ya']","['sekarang', 'kerja', 'malem', 'tapi', 'gw', 'nya', 'ngantuk', 'berangkat', 'jangan', 'ya']","['sekarang', 'kerja', 'malem', 'tapi', 'gw', 'nya', 'ngantuk', 'berangkat', 'jangan', 'ya']"
@sung_hanbeen padahal b side nya enak loh kaya doctor doctor insomnia take my hand and i , padahal b side nya enak loh kaya doctor doctor insomnia take my hand and i , padahal b side nya enak loh kaya doctor doctor insomnia take my hand and i ,"['padahal', 'b', 'side', 'nya', 'enak', 'loh', 'kaya', 'doctor', 'doctor', 'insomnia', 'take', 'my', 'hand', 'and', 'i']","['padahal', 'b', 'side', 'nya', 'enak', 'loh', 'kaya', 'doctor', 'doctor', 'insomnia', 'take', 'my', 'hand', 'and', 'i']","['padahal', 'b', 'side', 'nya', 'enak', 'loh', 'kaya', 'doctor', 'doctor', 'insomnia', 'take', 'my', 'hand', 'and', 'i']","['padahal', 'b', 'side', 'nya', 'enak', 'loh', 'kaya', 'doctor', 'doctor', 'insomnia', 'take', 'my', 'hand', 'and', 'i']"
@adit_insomnia september s nya apa ? si emyu kalah lagi, september s nya apa  si emyu kalah lagi, september s nya apa  si emyu kalah lagi,"['september', 's', 'nya', 'apa', 'si', 'emyu', 'kalah', 'lagi']","['september', 's', 'nya', 'apa', 'si', 'emyu', 'kalah', 'lagi']","['september', 's', 'nya', 'apa', 'si', 'emyu', 'kalah']","['september', 's', 'nya', 'apa', 'si', 'emyu', 'kalah']"
7.9/10 insomnia after school nyaman aja nontonnya romance ringan yang jalan ceritanya lambat https://t.co/m5wHrNjL6K, insomnia after school nyaman aja nontonnya romance ringan yang jalan ceritanya lambat , insomnia after school nyaman aja nontonnya romance ringan yang jalan ceritanya lambat ,"['insomnia', 'after', 'school', 'nyaman', 'aja', 'nontonnya', 'romance', 'ringan', 'yang', 'jalan', 'ceritanya', 'lambat']","['insomnia', 'after', 'school', 'nyaman', 'aja', 'nontonnya', 'romance', 'ringan', 'yang', 'jalan', 'cerita', 'lambat']","['insomnia', 'after', 'school', 'nyaman', 'aja', 'nontonnya', 'romance', 'ringan', 'jalan', 'cerita', 'lambat']","['insomnia', 'after', 'school', 'nyaman', 'aja', 'nontonnya', 'romance', 'ringan', 'jalan', 'cerita', 'lambat']"
kelebihan informasi ga bagus juga kadang jadi pedang bermata 2. ngerusak mental.,kelebihan informasi ga bagus juga kadang jadi pedang bermata  ngerusak mental,kelebihan informasi ga bagus juga kadang jadi pedang bermata  ngerusak mental,"['kelebihan', 'informasi', 'ga', 'bagus', 'juga', 'kadang', 'jadi', 'pedang', 'bermata', 'ngerusak', 'mental']","['lebih', 'informasi', 'ga', 'bagus', 'juga', 'kadang', 'jadi', 'pedang', 'mata', 'ngerusak', 'mental']","['lebih', 'informasi', 'ga', 'bagus', 'kadang', 'pedang', 'mata', 'ngerusak', 'mental']","['lebih', 'informasi', 'ga', 'bagus', 'kadang', 'pedang', 'mata', 'ngerusak', 'mental']"
[PAKET INSOMNIA] 3 Botol Fitmeup Varian Relax - Atasi Insomnia - Tidur Pulas - Bikin Badan Relax https://t.co/opjFWsqq78,PAKET INSOMNIA  Botol Fitmeup Varian Relax  Atasi Insomnia  Tidur Pulas  Bikin Badan Relax ,paket insomnia  botol fitmeup varian relax  atasi insomnia  tidur pulas  bikin badan relax ,"['paket', 'insomnia', 'botol', 'fitmeup', 'varian', 'relax', 'atasi', 'insomnia', 'tidur', 'pulas', 'bikin', 'badan', 'relax']","['paket', 'insomnia', 'botol', 'fitmeup', 'varian', 'relax', 'atas', 'insomnia', 'tidur', 'pulas', 'bikin', 'badan', 'relax']","['paket', 'insomnia', 'botol', 'fitmeup', 'varian', 'relax', 'atas', 'insomnia', 'tidur', 'pulas', 'bikin', 'badan', 'relax']","['paket', 'insomnia', 'botol', 'fitmeup', 'varian', 'relax', 'atas', 'insomnia', 'tidur', 'pulas', 'bikin', 'badan', 'relax']"
serba serbi hidup di konoha. ada aja terobosannya. melarang tapi gak ngasih solusi. babi2 istana ini digaji cuma buat nyusahin. mana kegedean pula gajinya.,serba serbi hidup di konoha ada aja terobosannya melarang tapi gak ngasih solusi babi istana ini digaji cuma buat nyusahin mana kegedean pula gajinya,serba serbi hidup di konoha ada aja terobosannya melarang tapi gak ngasih solusi babi istana ini digaji cuma buat nyusahin mana kegedean pula gajinya,"['serba', 'serbi', 'hidup', 'di', 'konoha', 'ada', 'aja', 'terobosannya', 'melarang', 'tapi', 'gak', 'ngasih', 'solusi', 'babi', 'istana', 'ini', 'digaji', 'cuma', 'buat', 'nyusahin', 'mana', 'kegedean', 'pula', 'gajinya']","['serba', 'serbi', 'hidup', 'di', 'konoha', 'ada', 'aja', 'terobos', 'larang', 'tapi', 'gak', 'ngasih', 'solusi', 'babi', 'istana', 'ini', 'gaji', 'cuma', 'buat', 'nyusahin', 'mana', 'gede', 'pula', 'gaji']","['serba', 'serbi', 'hidup', 'konoha', 'aja', 'terobos', 'larang', 'tapi', 'gak', 'ngasih', 'solusi', 'babi', 'istana', 'gaji', 'cuma', 'buat', 'nyusahin', 'mana', 'gede', 'pula', 'gaji']","['serba', 'serbi', 'hidup', 'konoha', 'aja', 'terobos', 'larang', 'tapi', 'gak', 'ngasih', 'solusi', 'babi', 'istana', 'gaji', 'cuma', 'buat', 'nyusahin', 'mana', 'gede', 'pula', 'gaji']"
5 Potret Keseruan Tyara Renata dan Surya Insomnia Liburan Renang hingga Motoran Bareng Anak https://t.co/xbATYbAewr, Potret Keseruan Tyara Renata dan Surya Insomnia Liburan Renang hingga Motoran Bareng Anak , potret keseruan tyara renata dan surya insomnia liburan renang hingga motoran bareng anak ,"['potret', 'keseruan', 'tyara', 'renata', 'dan', 'surya', 'insomnia', 'liburan', 'renang', 'hingga', 'motoran', 'bareng', 'anak']","['potret', 'seru', 'tyara', 'renata', 'dan', 'surya', 'insomnia', 'libur', 'renang', 'hingga', 'motor', 'bareng', 'anak']","['potret', 'seru', 'tyara', 'renata', 'surya', 'insomnia', 'libur', 'renang', 'hingga', 'motor', 'bareng', 'anak']","['potret', 'seru', 'tyara', 'renata', 'surya', 'insomnia', 'libur', 'renang', 'hingga', 'motor', 'bareng', 'anak']"
@BlueHooligan___ anjir garede ambek bobotoh mah , anjir garede ambek bobotoh mah , anjir garede ambek bobotoh mah ,"['anjir', 'garede', 'ambek', 'bobotoh', 'mah']","['anjir', 'garede', 'ambek', 'bobotoh', 'mah']","['anjir', 'garede', 'ambek', 'bobotoh', 'mah']","['anjir', 'garede', 'ambek', 'bobotoh', 'mah']"
@blessedorbit 10 rebu uang sekali jajan aku beli keripik2an d warung.,  rebu uang sekali jajan aku beli keripikan d warung,  rebu uang sekali jajan aku beli keripikan d warung,"['rebu', 'uang', 'sekali', 'jajan', 'aku', 'beli', 'keripikan', 'd', 'warung']","['rebu', 'uang', 'sekali', 'jajan', 'aku', 'beli', 'keripikan', 'd', 'warung']","['rebu', 'uang', 'sekali', 'jajan', 'aku', 'beli', 'keripikan', 'd', 'warung']","['rebu', 'uang', 'sekali', 'jajan', 'aku', 'beli', 'keripikan', 'd', 'warung']"
@phi1dunphy @insomnia_clips @hikaripulse @roblox_fess combo body bayi TAPI dandanan biduan bukan bayi doang. kalo body bayi dan dadanan imut/bayi juga ya senada. ga ada yang komenin itu. -1 reading comprehension.,    combo body bayi TAPI dandanan biduan bukan bayi doang kalo body bayi dan dadanan imutbayi juga ya senada ga ada yang komenin itu  reading comprehension,    combo body bayi tapi dandanan biduan bukan bayi doang kalo body bayi dan dadanan imutbayi juga ya senada ga ada yang komenin itu  reading comprehension,"['combo', 'body', 'bayi', 'tapi', 'dandanan', 'biduan', 'bukan', 'bayi', 'doang', 'kalo', 'body', 'bayi', 'dan', 'dadanan', 'imutbayi', 'juga', 'ya', 'senada', 'ga', 'ada', 'yang', 'komenin', 'itu', 'reading', 'comprehension']","['combo', 'body', 'bayi', 'tapi', 'dandan', 'biduan', 'bukan', 'bayi', 'doang', 'kalo', 'body', 'bayi', 'dan', 'dadanan', 'imutbayi', 'juga', 'ya', 'nada', 'ga', 'ada', 'yang', 'komenin', 'itu', 'reading', 'comprehension']","['combo', 'body', 'bayi', 'tapi', 'dandan', 'biduan', 'bayi', 'doang', 'kalo', 'body', 'bayi', 'dadanan', 'imutbayi', 'ya', 'nada', 'ga', 'komenin', 'reading', 'comprehension']","['combo', 'body', 'bayi', 'tapi', 'dandan', 'biduan', 'bayi', 'doang', 'kalo', 'body', 'bayi', 'dadanan', 'imutbayi', 'ya', 'nada', 'ga', 'komenin', 'reading', 'comprehension']"
Solusi Insomnia Susah Tidur Meningkatkan Kualitas Tidur. Permen jeli harga Rp69.999. https://t.co/SkJn49qGWn https://t.co/O5kS6tTpz4,Solusi Insomnia Susah Tidur Meningkatkan Kualitas Tidur Permen jeli harga Rp  ,solusi insomnia susah tidur meningkatkan kualitas tidur permen jeli harga rp  ,"['solusi', 'insomnia', 'susah', 'tidur', 'meningkatkan', 'kualitas', 'tidur', 'permen', 'jeli', 'harga', 'rp']","['solusi', 'insomnia', 'susah', 'tidur', 'tingkat', 'kualitas', 'tidur', 'permen', 'jeli', 'harga', 'rp']","['solusi', 'insomnia', 'susah', 'tidur', 'tingkat', 'kualitas', 'tidur', 'permen', 'jeli', 'harga', 'rp']","['solusi', 'insomnia', 'susah', 'tidur', 'tingkat', 'kualitas', 'tidur', 'permen', 'jeli', 'harga', 'rp']"
Di jual rumah di Jeruk Purut Jakarta Selatan Spesifikasi rumah : Luas tanah : 1.111 m² Luas bangunan : 348 m² Kamar utama : 3 Kamar art : 2 Kamar mandi : 3 Dapur : 2 Ruang tamu : 1 Ruang keluarga : 1 Ruang makan : 1 Parkir mobil Listrik : 7.700 Watt Air sumur pompa. https://t.co/h1kPF7G7Lg,Di jual rumah di Jeruk Purut Jakarta Selatan Spesifikasi rumah  Luas tanah   m² Luas bangunan   m² Kamar utama   Kamar art   Kamar mandi   Dapur   Ruang tamu   Ruang keluarga   Ruang makan   Parkir mobil Listrik   Watt Air sumur pompa ,di jual rumah di jeruk purut jakarta selatan spesifikasi rumah  luas tanah   m² luas bangunan   m² kamar utama   kamar art   kamar mandi   dapur   ruang tamu   ruang keluarga   ruang makan   parkir mobil listrik   watt air sumur pompa ,"['di', 'jual', 'rumah', 'di', 'jeruk', 'purut', 'jakarta', 'selatan', 'spesifikasi', 'rumah', 'luas', 'tanah', 'm²', 'luas', 'bangunan', 'm²', 'kamar', 'utama', 'kamar', 'art', 'kamar', 'mandi', 'dapur', 'ruang', 'tamu', 'ruang', 'keluarga', 'ruang', 'makan', 'parkir', 'mobil', 'listrik', 'watt', 'air', 'sumur', 'pompa']","['di', 'jual', 'rumah', 'di', 'jeruk', 'purut', 'jakarta', 'selatan', 'spesifikasi', 'rumah', 'luas', 'tanah', 'm', 'luas', 'bangun', 'm', 'kamar', 'utama', 'kamar', 'art', 'kamar', 'mandi', 'dapur', 'ruang', 'tamu', 'ruang', 'keluarga', 'ruang', 'makan', 'parkir', 'mobil', 'listrik', 'watt', 'air', 'sumur', 'pompa']","['jual', 'rumah', 'jeruk', 'purut', 'jakarta', 'selatan', 'spesifikasi', 'rumah', 'luas', 'tanah', 'm', 'luas', 'bangun', 'm', 'kamar', 'utama', 'kamar', 'art', 'kamar', 'mandi', 'dapur', 'ruang', 'tamu', 'ruang', 'keluarga', 'ruang', 'makan', 'parkir', 'mobil', 'listrik', 'watt', 'air', 'sumur', 'pompa']","['jual', 'rumah', 'jeruk', 'purut', 'jakarta', 'selatan', 'spesifikasi', 'rumah', 'luas', 'tanah', 'm', 'luas', 'bangun', 'm', 'kamar', 'utama', 'kamar', 'art', 'kamar', 'mandi', 'dapur', 'ruang', 'tamu', 'ruang', 'keluarga', 'ruang', 'makan', 'parkir', 'mobil', 'listrik', 'watt', 'air', 'sumur', 'pompa']"
@Ex_insomnia aman berarti ya ok deh, aman berarti ya ok deh, aman berarti ya ok deh,"['aman', 'berarti', 'ya', 'ok', 'deh']","['aman', 'arti', 'ya', 'ok', 'deh']","['aman', 'arti', 'ya', 'ok', 'deh']","['aman', 'arti', 'ya', 'ok', 'deh']"
ga pernah se amazed dan se terharu itu liat artis tp surya insomnia tuh definisi LELAKI banget masyaAllahh pgn bgt punya suami kea dia,ga pernah se amazed dan se terharu itu liat artis tp surya insomnia tuh definisi LELAKI banget masyaAllahh pgn bgt punya suami kea dia,ga pernah se amazed dan se terharu itu liat artis tp surya insomnia tuh definisi lelaki banget masyaallahh pgn bgt punya suami kea dia,"['ga', 'pernah', 'se', 'amazed', 'dan', 'se', 'terharu', 'itu', 'liat', 'artis', 'tp', 'surya', 'insomnia', 'tuh', 'definisi', 'lelaki', 'banget', 'masyaallahh', 'pgn', 'bgt', 'punya', 'suami', 'kea', 'dia']","['ga', 'pernah', 'se', 'amazed', 'dan', 'se', 'haru', 'itu', 'liat', 'artis', 'tp', 'surya', 'insomnia', 'tuh', 'definisi', 'lelaki', 'banget', 'masyaallahh', 'pgn', 'bgt', 'punya', 'suami', 'kea', 'dia']","['ga', 'pernah', 'se', 'amazed', 'se', 'haru', 'liat', 'artis', 'tp', 'surya', 'insomnia', 'tuh', 'definisi', 'lelaki', 'banget', 'masyaallahh', 'pgn', 'bgt', 'punya', 'suami', 'kea']","['ga', 'pernah', 'se', 'amazed', 'se', 'haru', 'liat', 'artis', 'tp', 'surya', 'insomnia', 'tuh', 'definisi', 'lelaki', 'banget', 'masyaallahh', 'pgn', 'bgt', 'punya', 'suami', 'kea']"
@berrybluszh mendung doang, mendung doang, mendung doang,"['mendung', 'doang']","['mendung', 'doang']","['mendung', 'doang']","['mendung', 'doang']"
@aiakakiaki Weh spill aku yg punya insomnia ini need it, Weh spill aku yg punya insomnia ini need it, weh spill aku yg punya insomnia ini need it,"['weh', 'spill', 'aku', 'yg', 'punya', 'insomnia', 'ini', 'need', 'it']","['weh', 'spill', 'aku', 'yg', 'punya', 'insomnia', 'ini', 'need', 'it']","['weh', 'spill', 'aku', 'yg', 'punya', 'insomnia', 'need', 'it']","['weh', 'spill', 'aku', 'yg', 'punya', 'insomnia', 'need', 'it']"
Amorim cocok sih jadi pejabat di Indonesia.,Amorim cocok sih jadi pejabat di Indonesia,amorim cocok sih jadi pejabat di indonesia,"['amorim', 'cocok', 'sih', 'jadi', 'pejabat', 'di', 'indonesia']","['amorim', 'cocok', 'sih', 'jadi', 'jabat', 'di', 'indonesia']","['amorim', 'cocok', 'sih', 'jabat', 'indonesia']","['amorim', 'cocok', 'sih', 'jabat', 'indonesia']"
Tt-tapi insomnia juga bagus chan smpe gue gak prnh lupa klo ada itu lagu :((,Tttapi insomnia juga bagus chan smpe gue gak prnh lupa klo ada itu lagu ,tttapi insomnia juga bagus chan smpe gue gak prnh lupa klo ada itu lagu ,"['tttapi', 'insomnia', 'juga', 'bagus', 'chan', 'smpe', 'gue', 'gak', 'prnh', 'lupa', 'klo', 'ada', 'itu', 'lagu']","['tttapi', 'insomnia', 'juga', 'bagus', 'chan', 'smpe', 'gue', 'gak', 'prnh', 'lupa', 'klo', 'ada', 'itu', 'lagu']","['tttapi', 'insomnia', 'bagus', 'chan', 'smpe', 'gue', 'gak', 'prnh', 'lupa', 'klo', 'lagu']","['tttapi', 'insomnia', 'bagus', 'chan', 'smpe', 'gue', 'gak', 'prnh', 'lupa', 'klo', 'lagu']"
jalan-jalan cari angin https://t.co/dgK23sagW7,jalanjalan cari angin ,jalanjalan cari angin ,"['jalanjalan', 'cari', 'angin']","['jalanjalan', 'cari', 'angin']","['jalanjalan', 'cari', 'angin']","['jalanjalan', 'cari', 'angin']"
Sejenak aku lupa ada insomnia ,Sejenak aku lupa ada insomnia ,sejenak aku lupa ada insomnia ,"['sejenak', 'aku', 'lupa', 'ada', 'insomnia']","['jenak', 'aku', 'lupa', 'ada', 'insomnia']","['jenak', 'aku', 'lupa', 'insomnia']","['jenak', 'aku', 'lupa', 'insomnia']"
Lapar... jalan dulu nyari penumpang biar bisa makan.. bismillah. Semoga dicukupkan rejekinya hari ini.. hehehe apa itu tanggalan merah dan akhir pekan..,Lapar jalan dulu nyari penumpang biar bisa makan bismillah Semoga dicukupkan rejekinya hari ini hehehe apa itu tanggalan merah dan akhir pekan,lapar jalan dulu nyari penumpang biar bisa makan bismillah semoga dicukupkan rejekinya hari ini hehehe apa itu tanggalan merah dan akhir pekan,"['lapar', 'jalan', 'dulu', 'nyari', 'penumpang', 'biar', 'bisa', 'makan', 'bismillah', 'semoga', 'dicukupkan', 'rejekinya', 'hari', 'ini', 'hehehe', 'apa', 'itu', 'tanggalan', 'merah', 'dan', 'akhir', 'pekan']","['lapar', 'jalan', 'dulu', 'nyari', 'tumpang', 'biar', 'bisa', 'makan', 'bismillah', 'moga', 'cukup', 'rejekinya', 'hari', 'ini', 'hehehe', 'apa', 'itu', 'tanggal', 'merah', 'dan', 'akhir', 'pekan']","['lapar', 'jalan', 'dulu', 'nyari', 'tumpang', 'biar', 'bisa', 'makan', 'bismillah', 'moga', 'cukup', 'rejekinya', 'hari', 'hehehe', 'apa', 'tanggal', 'merah', 'akhir', 'pekan']","['lapar', 'jalan', 'dulu', 'nyari', 'tumpang', 'biar', 'bisa', 'makan', 'bismillah', 'moga', 'cukup', 'rejekinya', 'hari', 'hehehe', 'apa', 'tanggal', 'merah', 'akhir', 'pekan']"
@nina_cn11 Ssmangat dan jangan lupa makan siang, Ssmangat dan jangan lupa makan siang, ssmangat dan jangan lupa makan siang,"['ssmangat', 'dan', 'jangan', 'lupa', 'makan', 'siang']","['ssmangat', 'dan', 'jangan', 'lupa', 'makan', 'siang']","['ssmangat', 'jangan', 'lupa', 'makan', 'siang']","['ssmangat', 'jangan', 'lupa', 'makan', 'siang']"
@hikaripulse @insomnia_clips @roblox_fess mjb itu bukan dibuka resletingnya body mini kan udah sekalian ada cd nya. kalo dipakein baju klasik cd-nya tembus makanya jadi kaya gitu,   mjb itu bukan dibuka resletingnya body mini kan udah sekalian ada cd nya kalo dipakein baju klasik cdnya tembus makanya jadi kaya gitu,   mjb itu bukan dibuka resletingnya body mini kan udah sekalian ada cd nya kalo dipakein baju klasik cdnya tembus makanya jadi kaya gitu,"['mjb', 'itu', 'bukan', 'dibuka', 'resletingnya', 'body', 'mini', 'kan', 'udah', 'sekalian', 'ada', 'cd', 'nya', 'kalo', 'dipakein', 'baju', 'klasik', 'cdnya', 'tembus', 'makanya', 'jadi', 'kaya', 'gitu']","['mjb', 'itu', 'bukan', 'buka', 'resletingnya', 'body', 'mini', 'kan', 'udah', 'sekali', 'ada', 'cd', 'nya', 'kalo', 'dipakein', 'baju', 'klasik', 'cdnya', 'tembus', 'makanya', 'jadi', 'kaya', 'gitu']","['mjb', 'buka', 'resletingnya', 'body', 'mini', 'kan', 'udah', 'sekali', 'cd', 'nya', 'kalo', 'dipakein', 'baju', 'klasik', 'cdnya', 'tembus', 'makanya', 'kaya', 'gitu']","['mjb', 'buka', 'resletingnya', 'body', 'mini', 'kan', 'udah', 'sekali', 'cd', 'nya', 'kalo', 'dipakein', 'baju', 'klasik', 'cdnya', 'tembus', 'makanya', 'kaya', 'gitu']"
@insomnia_clips @roblox_fess itu resletingnya kenapa dibuka ,  itu resletingnya kenapa dibuka ,  itu resletingnya kenapa dibuka ,"['itu', 'resletingnya', 'kenapa', 'dibuka']","['itu', 'resletingnya', 'kenapa', 'buka']","['resletingnya', 'kenapa', 'buka']","['resletingnya', 'kenapa', 'buka']"
@insomnia_clips @roblox_fess itu fungsi CD lingerie merah diluar buat apaan? ,  itu fungsi CD lingerie merah diluar buat apaan ,  itu fungsi cd lingerie merah diluar buat apaan ,"['itu', 'fungsi', 'cd', 'lingerie', 'merah', 'diluar', 'buat', 'apaan']","['itu', 'fungsi', 'cd', 'lingerie', 'merah', 'luar', 'buat', 'apa']","['fungsi', 'cd', 'lingerie', 'merah', 'luar', 'buat', 'apa']","['fungsi', 'cd', 'lingerie', 'merah', 'luar', 'buat', 'apa']"
@insomnia_clips @hikaripulse @roblox_fess Ini mah gak toomuch kek punya sender masih relate,   Ini mah gak toomuch kek punya sender masih relate,   ini mah gak toomuch kek punya sender masih relate,"['ini', 'mah', 'gak', 'toomuch', 'kek', 'punya', 'sender', 'masih', 'relate']","['ini', 'mah', 'gak', 'toomuch', 'kek', 'punya', 'sender', 'masih', 'relate']","['mah', 'gak', 'toomuch', 'kek', 'punya', 'sender', 'masih', 'relate']","['mah', 'gak', 'toomuch', 'kek', 'punya', 'sender', 'masih', 'relate']"
